acs_code,acs_title,eloundou_mean,handa_mean,handa_auto_mean,eisfeldt_mean,occ_top5_mean,eloundou_std,handa_std,handa_auto_std,eisfeldt_std
1901,Communications,0.45950438370444485,0.22227267839268472,0.35798367806265463,0.2957223530014448,0.2573876016416091,0.39387072571795184,0.8719787788059592,0.35750006521769595,0.40800137144866244
1902,Journalism,0.5035578341887462,0.2289837829947055,0.37612693483796944,0.3331411680350921,0.3572854478048051,1.0226594231869455,0.9899619311295026,0.5800067312791913,0.972576033
1903,Mass Media,0.46955060274066135,0.20814815253768107,0.3974090492705599,0.27979079,0.2735987717310915,0.5372635567635439,0.6236655451026827,0.8410079609800136,0.16762612309306146
1904,Advertising and Public Relations,0.4822885379479186,0.2569597285438031,0.35706050799446964,0.32783771587843463,0.26222776571554696,0.7190760958351412,1.481787113547381,0.34617842122492165,0.8925576067399608
2001,Communication Technologies,0.4327720768111553,0.18854327035111626,0.3992443794484571,0.2306040282186952,0.21375520399666945,0.012312136164044488,0.27900606824009383,0.8635162241911462,-0.574503183
2100,Computer and Information Systems-General,0.5767908334058267,0.2518863459190309,0.34772139199274754,0.4140153189096494,0.555504762,2.0679369595257913,1.3925955853995589,0.23164465304654058,2.192804315804932
2101,Computer Programming,0.6143872530767567,0.28111267339476226,0.3620769080453784,0.4081966037252429,0.5430267702936097,2.6045624336825997,1.9064028423135213,0.4076989334891292,2.1050116062911797
2102,Computer Science,0.669856143,0.2667765488487468,0.35542996415387196,0.46062084948077164,0.6615013631369092,3.3962872763316803,1.654369642662226,0.3261816324272168,2.8959880389282002
2105,Information Sciences,0.5823886303498533,0.2641620325902934,0.3729297371375019,0.41920198615343784,0.5228915502417162,2.147836068686031,1.608405693615656,0.5407966925369505,2.2710606930716364
2106,Computer Administration Management and Security,0.5639582805989148,0.2619831811629517,0.34939066903590754,0.4239223739289707,0.5452169134573971,1.8847739138175874,1.570100857811872,0.25211646106900504,2.3422818509451497
2107,Computer Networking and Telecommunications,0.504689601,0.2232826354197277,0.37618133062254516,0.33845940770312083,0.42566538545217203,1.038813479,0.8897341143025875,0.5806738344803217,1.0528175739932628
2300,General Education,0.35085998451757117,0.133271461,0.39004150295366624,0.1978931914984088,0.076167852,-1.156844814,-0.692688257,0.7506532805427018,-1.068043921
2301,Educational Administration and Supervision,0.3185006588334225,0.077248815,0.39025791391554204,0.18527821504550923,0.068611111,-1.618719605,-1.677582519,0.7533073179199196,-1.258378545
2304,Elementary Education,0.3336128478767094,0.12439372979250443,0.4023738828980588,0.18153121985815404,0.043972237227205994,-1.403018598,-0.848761336,0.9018960689798856,-1.314913166
2305,Mathematics Teacher Education,0.3557784480441121,0.15509698430767133,0.3853086218029445,0.20585151920966638,0.056457635,-1.086642044,-0.308989276,0.6926098091442701,-0.947968762
2306,Physical and Health Education Teaching,0.33861611973044337,0.1283485738678806,0.33876774784988145,0.19251486260658468,0.084080618,-1.331605331,-0.779234038,0.12183826425967402,-1.149192087
2307,Early Childhood Education,0.3260023045479805,0.10823124225075323,0.40370039014205883,0.17753003077336155,0.057081365,-1.511646266,-1.132902523,0.9181641904105677,-1.375283062
2308,Science Teacher Education,0.36174836795666865,0.12743076309817064,0.368301047,0.20733945084723324,0.070601318,-1.001431507,-0.795369415,0.4840310011186903,-0.925518866
2309,Secondary Teacher Education,0.3524841500320075,0.14214489932333205,0.38396060043271996,0.20564334302198495,0.063344244,-1.133662591,-0.536690661,0.6760778411198519,-0.951109722
2310,Special Needs Education,0.33297754961429255,0.10172111922386252,0.43060089042704985,0.1938309452790214,0.042894035993866514,-1.412086409,-1.247352361,1.2480686120876843,-1.129335047
2311,Social Science or History Teacher Education,0.3669442879047982,0.13966464274062534,0.37550137926088956,0.2132431668015491,0.07533989,-0.927268514,-0.580294287,0.572334995,-0.836443666
2312,Teacher Education:  Multiple Levels,0.33314615972141004,0.1261329317998655,0.40770041754216646,0.17978679668554048,0.041290323,-1.409679784,-0.818185663,0.9672200336902336,-1.341233003
2313,Language and Drama Education,0.35332539457257456,0.14188003039318242,0.3869980645199111,0.20291750905281813,0.059469613259668506,-1.121655244,-0.541347134,0.7133289265061301,-0.992237074
2314,Art and Music Education,0.35925560251683997,0.13394583336145496,0.38574866839539895,0.19887657888754418,0.068179805,-1.037011529,-0.680832603,0.6980064863456852,-1.053206583
